Zip Code XXXXX,Type,Year,Currency,Amount,Zip_Code
Zip Code 10473,Families with Children,2018,Dollars,48463.43023,10473
Zip Code 10473,Families with Children,2019,Dollars,47887,10473
Zip Code 10473,Families without Children,2017,Dollars,49467.51108,10473
Zip Code 10473,Families,2017,Dollars,45667.05125,10473
Zip Code 10473,All Households,2018,Dollars,42392.39319,10473
Zip Code 10473,Families without Children,2019,Dollars,51921,10473
Zip Code 10473,Families,2018,Dollars,51395.60979,10473
Zip Code 10473,Families,2019,Dollars,51096,10473
Zip Code 10473,Families without Children,2018,Dollars,53200.73283,10473
Zip Code 10474,Families without Children,2018,Dollars,43435.96403,10474
Zip Code 10474,Families without Children,2017,Dollars,43604.12327,10474
Zip Code 10474,Families without Children,2019,Dollars,41220,10474
Zip Code 10474,Families,2017,Dollars,31446.61496,10474
Zip Code 10474,Families,2018,Dollars,30559.82693,10474
Zip Code 10474,All Households,2018,Dollars,25954.87966,10474
Zip Code 10474,Families,2019,Dollars,25429,10474
Zip Code 10474,All Households,2019,Dollars,22965,10474
Zip Code 10474,Families with Children,2018,Dollars,22803.80476,10474
Zip Code 10474,Families with Children,2017,Dollars,22568.09834,10474
Zip Code 10474,Families with Children,2019,Dollars,20114,10474
Zip Code 10474,All Households,2017,Dollars,27007.87812,10474
Zip Code 10475,Families with Children,2017,Dollars,51175.84072,10475
Zip Code 10475,All Households,2017,Dollars,50826.45706,10475
Zip Code 10475,All Households,2019,Dollars,51951,10475
Zip Code 10475,All Households,2018,Dollars,51752.96917,10475
Zip Code 10475,Families with Children,2019,Dollars,51838,10475
Zip Code 10475,Families with Children,2018,Dollars,52054.33207,10475
Zip Code 10475,Families,2017,Dollars,63390.71053,10475
Zip Code 10475,Families,2018,Dollars,64691.21147,10475
Zip Code 10475,Families without Children,2017,Dollars,77053.1759,10475
Zip Code 10475,Families without Children,2018,Dollars,77470.62737,10475
Zip Code 10475,Families,2019,Dollars,67383,10475
Zip Code 10475,Families without Children,2019,Dollars,76474,10475
Zip Code 11001,All Households,2019,Dollars,113300,11001
Zip Code 11001,Families without Children,2019,Dollars,126994,11001
Zip Code 11001,Families,2017,Dollars,126972.2784,11001
Zip Code 11001,Families without Children,2017,Dollars,121698.1496,11001
Zip Code 11001,Families without Children,2018,Dollars,128453.8994,11001
Zip Code 11001,Families,2018,Dollars,131241.5062,11001
Zip Code 11001,Families with Children,2017,Dollars,133802.4681,11001
Zip Code 11001,Families with Children,2018,Dollars,134508.6466,11001
Zip Code 11001,Families,2019,Dollars,134087,11001
Zip Code 11001,Families with Children,2019,Dollars,142500,11001
Zip Code 11001,All Households,2017,Dollars,109393.5873,11001
Zip Code 11001,All Households,2018,Dollars,110402.669,11001
Zip Code 11004,Families,2019,Dollars,110406,11004
Zip Code 11004,Families with Children,2017,Dollars,109653.2784,11004
Zip Code 11004,Families,2018,Dollars,108769.6079,11004
Zip Code 11004,Families with Children,2018,Dollars,102230.2366,11004
Zip Code 11004,Families with Children,2019,Dollars,104965,11004
Zip Code 11004,All Households,2018,Dollars,94335.75041,11004
Zip Code 11004,All Households,2017,Dollars,97321.59972,11004
Zip Code 11004,All Households,2019,Dollars,95436,11004
Zip Code 11004,Families without Children,2019,Dollars,113256,11004
Zip Code 11004,Families without Children,2017,Dollars,113639.3809,11004
Zip Code 11004,Families,2017,Dollars,112304.4224,11004
Zip Code 11004,Families without Children,2018,Dollars,114604.4416,11004
Zip Code 11005,Families,2019,Dollars,139313,11005
Zip Code 11005,Families without Children,2019,Dollars,139313,11005
Zip Code 11005,Families,2018,Dollars,105077.9124,11005
Zip Code 11005,Families without Children,2018,Dollars,105077.9124,11005
Zip Code 11005,Families,2017,Dollars,67944.17036,11005
Zip Code 11005,Families without Children,2017,Dollars,67944.17036,11005
Zip Code 11005,All Households,2018,Dollars,64134.30097,11005
Zip Code 11005,All Households,2017,Dollars,54025.14266,11005
Zip Code 11005,All Households,2019,Dollars,55313,11005
Zip Code 11040,Families,2018,Dollars,138969.0211,11040
Zip Code 11040,Families,2019,Dollars,142316,11040
Zip Code 11040,Families,2017,Dollars,138046.1759,11040
Zip Code 11040,Families with Children,2017,Dollars,153116.6053,11040
Zip Code 11040,Families with Children,2019,Dollars,172879,11040
Zip Code 11040,Families with Children,2018,Dollars,162605.6463,11040
Zip Code 11040,All Households,2019,Dollars,129344,11040
Zip Code 11040,Families without Children,2018,Dollars,122961.1533,11040
Zip Code 11040,All Households,2017,Dollars,123543.1039,11040
Zip Code 11040,Families without Children,2019,Dollars,123484,11040
Zip Code 11040,All Households,2018,Dollars,126631.4684,11040
Zip Code 11040,Families without Children,2017,Dollars,124162.608,11040
Zip Code 11096,All Households,2017,Dollars,56188.19252,11096
Zip Code 11096,All Households,2019,Dollars,60675,11096
Zip Code 11096,Families without Children,2017,Dollars,60592.51247,11096
Zip Code 11096,Families with Children,2017,Dollars,56448.92659,11096
Zip Code 11096,Families with Children,2018,Dollars,56940.27988,11096
Zip Code 11096,Families,2017,Dollars,58179.15789,11096
Zip Code 11096,All Households,2018,Dollars,57948.2166,11096
Zip Code 11096,Families with Children,2019,Dollars,57303,11096
Zip Code 11096,Families,2019,Dollars,67726,11096
Zip Code 11096,Families,2018,Dollars,66417.93943,11096
Zip Code 11096,Families without Children,2019,Dollars,69375,11096
Zip Code 11096,Families without Children,2018,Dollars,69321.61168,11096
Zip Code 11101,Families with Children,2017,Dollars,68117.29778,11101
Zip Code 11101,Families with Children,2019,Dollars,71175,11101
Zip Code 11101,Families,2018,Dollars,70087.23634,11101
Zip Code 11101,Families without Children,2017,Dollars,66406.88227,11101
Zip Code 11101,All Households,2018,Dollars,66576.76582,11101
Zip Code 11101,Families,2017,Dollars,66664.48753,11101
Zip Code 11101,Families without Children,2018,Dollars,76252.95836,11101
Zip Code 11101,All Households,2019,Dollars,75581,11101
Zip Code 11101,Families,2019,Dollars,82636,11101
Zip Code 11101,Families without Children,2019,Dollars,85750,11101
Zip Code 11101,All Households,2017,Dollars,60350.55125,11101
Zip Code 11101,Families with Children,2018,Dollars,61396.58194,11101
Zip Code 11102,Families,2018,Dollars,61922.94889,11102
Zip Code 11102,All Households,2017,Dollars,63030.89751,11102
Zip Code 11102,Families without Children,2017,Dollars,64016.4723,11102
Zip Code 11102,All Households,2018,Dollars,65227.7596,11102
Zip Code 11102,Families,2017,Dollars,57340.63712,11102
Zip Code 11102,Families with Children,2018,Dollars,52981.83748,11102
Zip Code 11102,Families with Children,2017,Dollars,50368.60803,11102
Zip Code 11102,Families without Children,2019,Dollars,76609,11102
Zip Code 11102,Families,2019,Dollars,75440,11102
Zip Code 11102,All Households,2019,Dollars,71382,11102
Zip Code 11102,Families without Children,2018,Dollars,66468.84532,11102
Zip Code 11102,Families with Children,2019,Dollars,70625,11102
Zip Code 11103,Families,2017,Dollars,69186.30748,11103
Zip Code 11103,All Households,2017,Dollars,68029.69114,11103
Zip Code 11103,All Households,2018,Dollars,72731.28853,11103
Zip Code 11103,All Households,2019,Dollars,76234,11103
Zip Code 11103,Families,2018,Dollars,77448.22877,11103
Zip Code 11103,Families without Children,2017,Dollars,77791.57479,11103
Zip Code 11103,Families without Children,2018,Dollars,82989.84451,11103
Zip Code 11103,Families,2019,Dollars,81250,11103
Zip Code 11103,Families without Children,2019,Dollars,87625,11103
Zip Code 11103,Families with Children,2017,Dollars,54428.759,11103
Zip Code 11103,Families with Children,2018,Dollars,59871.44132,11103
Zip Code 11103,Families with Children,2019,Dollars,65463,11103
Zip Code 11104,All Households,2017,Dollars,65832.22438,11104
Zip Code 11104,Families with Children,2019,Dollars,62898,11104
Zip Code 11104,All Households,2018,Dollars,62379.06571,11104
Zip Code 11104,Families with Children,2018,Dollars,55996.48459,11104
Zip Code 11104,Families with Children,2017,Dollars,55374.70222,11104
Zip Code 11104,Families without Children,2019,Dollars,86176,11104
Zip Code 11104,Families without Children,2017,Dollars,79983.82687,11104
Zip Code 11104,Families,2019,Dollars,76895,11104
Zip Code 11104,Families without Children,2018,Dollars,78663.86155,11104
Zip Code 11104,Families,2017,Dollars,74558.4723,11104
Zip Code 11104,All Households,2019,Dollars,67751,11104
Zip Code 11104,Families,2018,Dollars,70897.65819,11104
Zip Code 11105,All Households,2018,Dollars,75298.98188,11105
Zip Code 11105,All Households,2017,Dollars,70971.8144,11105
Zip Code 11105,All Households,2019,Dollars,79883,11105
Zip Code 11105,Families with Children,2017,Dollars,81849.63989,11105
Zip Code 11105,Families,2018,Dollars,85772.36074,11105
Zip Code 11105,Families with Children,2018,Dollars,84932.41347,11105
Zip Code 11105,Families without Children,2017,Dollars,84756.30332,11105
Zip Code 11105,Families,2017,Dollars,83786.37258,11105
Zip Code 11105,Families without Children,2018,Dollars,86343.52488,11105
Zip Code 11105,Families without Children,2019,Dollars,90222,11105
Zip Code 11105,Families,2019,Dollars,90013,11105
Zip Code 11105,Families with Children,2019,Dollars,89266,11105
Zip Code 11106,Families without Children,2019,Dollars,84849,11106
Zip Code 11106,Families,2019,Dollars,78526,11106
Zip Code 11106,Families without Children,2018,Dollars,77227.29719,11106
Zip Code 11106,Families without Children,2017,Dollars,74812.94875,11106
Zip Code 11106,All Households,2019,Dollars,68530,11106
Zip Code 11106,Families,2018,Dollars,68517.29854,11106
Zip Code 11106,Families,2017,Dollars,65891.67175,11106
Zip Code 11106,Families with Children,2017,Dollars,49214.07756,11106
Zip Code 11106,Families with Children,2018,Dollars,57285.42185,11106
Zip Code 11106,Families with Children,2019,Dollars,60128,11106
Zip Code 11106,All Households,2017,Dollars,63332.30609,11106
Zip Code 11106,All Households,2018,Dollars,64857.16468,11106
Zip Code 11109,All Households,2019,Dollars,160625,11109
Zip Code 11109,Families without Children,2018,Dollars,181564.0197,11109
Zip Code 11109,All Households,2018,Dollars,151282.139,11109
Zip Code 11109,All Households,2017,Dollars,143353.6787,11109
Zip Code 11109,Families without Children,2017,Dollars,215844.0083,11109
Zip Code 11109,Families,2018,Dollars,197652.3188,11109
Zip Code 11109,Families with Children,2018,Dollars,198188.867,11109
Zip Code 11109,Families with Children,2017,Dollars,198846.2327,11109
Zip Code 11109,Families,2017,Dollars,199697.2687,11109
Zip Code 11109,Families with Children,2019,Dollars,199796,11109
Zip Code 11109,Families without Children,2019,Dollars,200030,11109
Zip Code 11109,Families,2019,Dollars,199823,11109
Zip Code 11201,Families with Children,2018,Dollars,199805.6382,11201
Zip Code 11201,Families with Children,2017,Dollars,192538.554,11201
Zip Code 11201,Families with Children,2019,Dollars,212770,11201
Zip Code 11201,Families without Children,2019,Dollars,153573,11201
Zip Code 11201,Families without Children,2018,Dollars,156828.8453,11201
Zip Code 11201,Families without Children,2017,Dollars,144614.5886,11201
Zip Code 11201,Families,2019,Dollars,176004,11201
Zip Code 11201,Families,2017,Dollars,164361.5443,11201
Zip Code 11201,Families,2018,Dollars,172040.5449,11201
Zip Code 11201,All Households,2018,Dollars,127260.6652,11201
Zip Code 11201,All Households,2019,Dollars,129248,11201
Zip Code 11201,All Households,2017,Dollars,121445.759,11201
Zip Code 11203,Families,2018,Dollars,65077.07815,11203
Zip Code 11203,Families,2017,Dollars,62727.40305,11203
Zip Code 11203,All Households,2017,Dollars,50206.95291,11203
Zip Code 11203,Families with Children,2017,Dollars,48343.22576,11203
Zip Code 11203,All Households,2019,Dollars,54457,11203
Zip Code 11203,Families with Children,2019,Dollars,52683,11203
Zip Code 11203,All Households,2018,Dollars,52206.03164,11203
Zip Code 11203,Families with Children,2018,Dollars,51630.79502,11203
Zip Code 11203,Families,2019,Dollars,68184,11203
Zip Code 11203,Families without Children,2017,Dollars,68667.96814,11203
Zip Code 11203,Families without Children,2019,Dollars,74184,11203
Zip Code 11203,Families without Children,2018,Dollars,71778.33018,11203
Zip Code 11204,Families with Children,2017,Dollars,50894.24792,11204
Zip Code 11204,Families with Children,2018,Dollars,52187.70552,11204
Zip Code 11204,Families with Children,2019,Dollars,55430,11204
Zip Code 11204,All Households,2019,Dollars,53093,11204
Zip Code 11204,All Households,2018,Dollars,50686.99973,11204
Zip Code 11204,All Households,2017,Dollars,49373.64681,11204
Zip Code 11204,Families without Children,2018,Dollars,61951.45619,11204
Zip Code 11204,Families without Children,2019,Dollars,61938,11204
Zip Code 11204,Families without Children,2017,Dollars,61266.24931,11204
Zip Code 11204,Families,2019,Dollars,58848,11204
Zip Code 11204,Families,2017,Dollars,55983.77701,11204
Zip Code 11204,Families,2018,Dollars,57185.6463,11204
Zip Code 11205,All Households,2018,Dollars,57735.42996,11205
Zip Code 11205,All Households,2019,Dollars,58872,11205
Zip Code 11205,Families,2019,Dollars,60319,11205
Zip Code 11205,Families,2018,Dollars,60388.64521,11205
Zip Code 11205,Families without Children,2017,Dollars,64068.61911,11205
Zip Code 11205,Families with Children,2017,Dollars,44713.80748,11205
Zip Code 11205,All Households,2017,Dollars,53788.39612,11205
Zip Code 11205,Families,2017,Dollars,53881.21745,11205
Zip Code 11205,Families with Children,2019,Dollars,52478,11205
Zip Code 11205,Families with Children,2018,Dollars,51460.76933,11205
Zip Code 11205,Families without Children,2019,Dollars,76273,11205
Zip Code 11205,Families without Children,2018,Dollars,70135.08789,11205
Zip Code 11206,Families without Children,2019,Dollars,43341,11206
Zip Code 11206,Families with Children,2017,Dollars,28899.76454,11206
Zip Code 11206,Families with Children,2018,Dollars,29850.19876,11206
Zip Code 11206,Families with Children,2019,Dollars,31411,11206
Zip Code 11206,Families,2017,Dollars,34189.5374,11206
Zip Code 11206,Families without Children,2018,Dollars,41100.40157,11206
Zip Code 11206,All Households,2019,Dollars,39753,11206
Zip Code 11206,Families without Children,2017,Dollars,39570.04571,11206
Zip Code 11206,Families,2019,Dollars,38430,11206
Zip Code 11206,All Households,2017,Dollars,35587.07202,11206
Zip Code 11206,Families,2018,Dollars,35584.23878,11206
Zip Code 11206,All Households,2018,Dollars,37063.56409,11206
Zip Code 11207,All Households,2017,Dollars,37346.50554,11207
Zip Code 11207,Families with Children,2017,Dollars,37940.97922,11207
Zip Code 11207,All Households,2018,Dollars,37917.76501,11207
Zip Code 11207,All Households,2019,Dollars,39382,11207
Zip Code 11207,Families with Children,2018,Dollars,40239.07382,11207
Zip Code 11207,Families with Children,2019,Dollars,41909,11207
Zip Code 11207,Families,2018,Dollars,47884.12115,11207
Zip Code 11207,Families,2017,Dollars,48132.55263,11207
Zip Code 11207,Families,2019,Dollars,51643,11207
Zip Code 11207,Families without Children,2018,Dollars,55261.40346,11207
Zip Code 11207,Families without Children,2019,Dollars,60492,11207
Zip Code 11207,Families without Children,2017,Dollars,56675.24377,11207
Zip Code 11208,Families without Children,2017,Dollars,57078.86011,11208
Zip Code 11208,Families without Children,2018,Dollars,58696.53326,11208
Zip Code 11208,Families without Children,2019,Dollars,58472,11208
Zip Code 11208,Families,2019,Dollars,50726,11208
Zip Code 11208,Families,2017,Dollars,48204.51524,11208
Zip Code 11208,Families,2018,Dollars,49365.48269,11208
Zip Code 11208,All Households,2019,Dollars,42403,11208
Zip Code 11208,Families with Children,2019,Dollars,42306,11208
Zip Code 11208,All Households,2017,Dollars,41287.76177,11208
Zip Code 11208,All Households,2018,Dollars,41470.99648,11208
Zip Code 11208,Families with Children,2017,Dollars,40138.44598,11208
Zip Code 11208,Families with Children,2018,Dollars,41099.38345,11208
Zip Code 11209,All Households,2018,Dollars,73624.17793,11209
Zip Code 11209,All Households,2017,Dollars,72565.42105,11209
Zip Code 11209,All Households,2019,Dollars,77917,11209
Zip Code 11209,Families with Children,2019,Dollars,105378,11209
Zip Code 11209,Families,2018,Dollars,99108.68713,11209
Zip Code 11209,Families without Children,2019,Dollars,99627,11209
Zip Code 11209,Families,2019,Dollars,101737,11209
Zip Code 11209,Families with Children,2018,Dollars,106092.9759,11209
Zip Code 11209,Families without Children,2018,Dollars,95618.57896,11209
Zip Code 11209,Families with Children,2017,Dollars,97996.3795,11209
Zip Code 11209,Families,2017,Dollars,94032.17867,11209
Zip Code 11209,Families without Children,2017,Dollars,92288.3892,11209
Zip Code 11210,Families with Children,2019,Dollars,77935,11210
Zip Code 11210,Families without Children,2017,Dollars,78629.05263,11210
Zip Code 11210,Families without Children,2018,Dollars,79326.6563,11210
Zip Code 11210,Families,2019,Dollars,80453,11210
Zip Code 11210,Families without Children,2019,Dollars,80736,11210
Zip Code 11210,Families with Children,2018,Dollars,73422.59059,11210
Zip Code 11210,Families with Children,2017,Dollars,71212.73269,11210
Zip Code 11210,Families,2017,Dollars,76530.66482,11210
Zip Code 11210,Families,2018,Dollars,76512.57842,11210
Zip Code 11210,All Households,2019,Dollars,69385,11210
Zip Code 11210,All Households,2018,Dollars,67093.96971,11210
Zip Code 11210,All Households,2017,Dollars,64872.72299,11210
Zip Code 11211,Families,2019,Dollars,63639,11211
Zip Code 11211,Families,2018,Dollars,61131.87128,11211
Zip Code 11211,Families,2017,Dollars,57837.07479,11211
Zip Code 11211,Families with Children,2018,Dollars,48415.57869,11211
Zip Code 11211,Families with Children,2017,Dollars,47636.11496,11211
Zip Code 11211,Families with Children,2019,Dollars,51088,11211
Zip Code 11211,Families without Children,2017,Dollars,70297.03463,11211
Zip Code 11211,All Households,2017,Dollars,68951.64681,11211
Zip Code 11211,Families without Children,2018,Dollars,73867.50811,11211
Zip Code 11211,All Households,2018,Dollars,72515.44754,11211
Zip Code 11211,Families without Children,2019,Dollars,80625,11211
Zip Code 11211,All Households,2019,Dollars,81228,11211
Zip Code 11212,Families without Children,2018,Dollars,48795.33667,11212
Zip Code 11212,Families without Children,2019,Dollars,48587,11212
Zip Code 11212,Families without Children,2017,Dollars,46329.31579,11212
Zip Code 11212,Families,2018,Dollars,40916.12223,11212
Zip Code 11212,Families,2019,Dollars,41115,11212
Zip Code 11212,Families,2017,Dollars,37798.09695,11212
Zip Code 11212,Families with Children,2019,Dollars,31196,11212
Zip Code 11212,Families with Children,2018,Dollars,31052.596,11212
Zip Code 11212,Families with Children,2017,Dollars,30475.64127,11212
Zip Code 11212,All Households,2017,Dollars,26779.47507,11212
Zip Code 11212,All Households,2018,Dollars,26714.39562,11212
Zip Code 11212,All Households,2019,Dollars,26521,11212
Zip Code 11213,All Households,2017,Dollars,42347.38504,11213
Zip Code 11213,Families with Children,2018,Dollars,42085.9397,11213
Zip Code 11213,All Households,2018,Dollars,42465.69767,11213
Zip Code 11213,Families with Children,2017,Dollars,42418.30471,11213
Zip Code 11213,All Households,2019,Dollars,44831,11213
Zip Code 11213,Families with Children,2019,Dollars,45618,11213
Zip Code 11213,Families,2018,Dollars,47907.53786,11213
Zip Code 11213,Families,2017,Dollars,48982.54571,11213
Zip Code 11213,Families,2019,Dollars,51262,11213
Zip Code 11213,Families without Children,2018,Dollars,55751.11817,11213
Zip Code 11213,Families without Children,2017,Dollars,56978.73823,11213
Zip Code 11213,Families without Children,2019,Dollars,61229,11213
Zip Code 11214,Families,2018,Dollars,62918.6682,11214
Zip Code 11214,Families,2017,Dollars,63398.01108,11214
Zip Code 11214,Families,2019,Dollars,64478,11214
Zip Code 11214,All Households,2019,Dollars,56911,11214
Zip Code 11214,Families with Children,2017,Dollars,58716.27008,11214
Zip Code 11214,Families with Children,2018,Dollars,59603.67631,11214
Zip Code 11214,Families with Children,2019,Dollars,59230,11214
Zip Code 11214,All Households,2017,Dollars,55433.10665,11214
Zip Code 11214,All Households,2018,Dollars,55020.10952,11214
Zip Code 11214,Families without Children,2017,Dollars,68711.77147,11214
Zip Code 11214,Families without Children,2018,Dollars,68305.53002,11214
Zip Code 11214,Families without Children,2019,Dollars,70241,11214
Zip Code 11215,All Households,2017,Dollars,121911.9515,11215
Zip Code 11215,Families without Children,2017,Dollars,128827.662,11215
Zip Code 11215,Families without Children,2018,Dollars,130941.1614,11215
Zip Code 11215,All Households,2019,Dollars,132091,11215
Zip Code 11215,All Households,2018,Dollars,125822.0646,11215
Zip Code 11215,Families,2019,Dollars,170511,11215
Zip Code 11215,Families,2018,Dollars,159394.5024,11215
Zip Code 11215,Families,2017,Dollars,158308.3421,11215
Zip Code 11215,Families with Children,2017,Dollars,185900.2645,11215
Zip Code 11215,Families with Children,2018,Dollars,184109.3145,11215
Zip Code 11215,Families without Children,2019,Dollars,149919,11215
Zip Code 11215,Families with Children,2019,Dollars,198075,11215
Zip Code 11216,Families,2018,Dollars,70520.95457,11216
Zip Code 11216,Families with Children,2018,Dollars,69123.07869,11216
Zip Code 11216,Families without Children,2017,Dollars,69198.82271,11216
Zip Code 11216,All Households,2019,Dollars,67795,11216
Zip Code 11216,Families without Children,2018,Dollars,71800.72877,11216
Zip Code 11216,Families without Children,2019,Dollars,76490,11216
Zip Code 11216,Families,2019,Dollars,79242,11216
Zip Code 11216,Families with Children,2019,Dollars,90183,11216
Zip Code 11216,Families with Children,2017,Dollars,59332.64543,11216
Zip Code 11216,All Households,2017,Dollars,58430.50554,11216
Zip Code 11216,Families,2017,Dollars,65590.26316,11216
Zip Code 11216,All Households,2018,Dollars,62228.38426,11216
Zip Code 11217,Families with Children,2018,Dollars,148342.8326,11217
Zip Code 11217,Families,2019,Dollars,145365,11217
Zip Code 11217,Families with Children,2017,Dollars,147666.2202,11217
Zip Code 11217,Families with Children,2019,Dollars,174612,11217
Zip Code 11217,Families,2017,Dollars,125882.41,11217
Zip Code 11217,Families without Children,2019,Dollars,122331,11217
Zip Code 11217,Families,2018,Dollars,130203.026,11217
Zip Code 11217,All Households,2019,Dollars,119375,11217
Zip Code 11217,Families without Children,2018,Dollars,116421.782,11217
Zip Code 11217,Families without Children,2017,Dollars,108585.3116,11217
Zip Code 11217,All Households,2018,Dollars,109307.1741,11217
Zip Code 11217,All Households,2017,Dollars,103339.3421,11217
Zip Code 11218,Families without Children,2019,Dollars,83956,11218
Zip Code 11218,Families without Children,2018,Dollars,79564.89589,11218
Zip Code 11218,Families without Children,2017,Dollars,76861.27562,11218
Zip Code 11218,Families,2019,Dollars,80422,11218
Zip Code 11218,Families with Children,2019,Dollars,76073,11218
Zip Code 11218,Families,2018,Dollars,75879.30909,11218
Zip Code 11218,All Households,2019,Dollars,73470,11218
Zip Code 11218,Families with Children,2018,Dollars,72643.73039,11218
Zip Code 11218,Families with Children,2017,Dollars,67078.53324,11218
Zip Code 11218,All Households,2017,Dollars,66906.44875,11218
Zip Code 11218,Families,2017,Dollars,70784.08587,11218
Zip Code 11218,All Households,2018,Dollars,70672.65414,11218
Zip Code 11219,Families without Children,2018,Dollars,50789.82964,11219
Zip Code 11219,Families without Children,2019,Dollars,52323,11219
Zip Code 11219,Families without Children,2017,Dollars,47547.46537,11219
Zip Code 11219,Families,2019,Dollars,41839,11219
Zip Code 11219,Families,2018,Dollars,41085.1298,11219
Zip Code 11219,All Households,2019,Dollars,40683,11219
Zip Code 11219,Families,2017,Dollars,40111.32964,11219
Zip Code 11219,All Households,2018,Dollars,40006.94294,11219
Zip Code 11219,Families with Children,2019,Dollars,37642,11219
Zip Code 11219,All Households,2017,Dollars,39282.19529,11219
Zip Code 11219,Families with Children,2018,Dollars,36825.3245,11219
Zip Code 11219,Families with Children,2017,Dollars,35508.8518,11219
Zip Code 11220,Families with Children,2018,Dollars,36899.64711,11220
Zip Code 11220,Families with Children,2019,Dollars,39276,11220
Zip Code 11220,Families,2017,Dollars,41863.4626,11220
Zip Code 11220,Families with Children,2017,Dollars,34157.20637,11220
Zip Code 11220,All Households,2018,Dollars,47931.97269,11220
Zip Code 11220,All Households,2019,Dollars,50191,11220
Zip Code 11220,All Households,2017,Dollars,44386.32548,11220
Zip Code 11220,Families,2018,Dollars,45205.45295,11220
Zip Code 11220,Families,2019,Dollars,47150,11220
Zip Code 11220,Families without Children,2017,Dollars,52658.89612,11220
Zip Code 11220,Families without Children,2018,Dollars,54623.04354,11220
Zip Code 11220,Families without Children,2019,Dollars,55656,11220
Zip Code 11221,Families,2017,Dollars,52619.26454,11221
Zip Code 11221,All Households,2018,Dollars,51061.66712,11221
Zip Code 11221,Families with Children,2018,Dollars,51595.1609,11221
Zip Code 11221,Families with Children,2017,Dollars,45130.98199,11221
Zip Code 11221,All Households,2017,Dollars,49195.30471,11221
Zip Code 11221,Families,2019,Dollars,61331,11221
Zip Code 11221,Families without Children,2019,Dollars,63711,11221
Zip Code 11221,Families with Children,2019,Dollars,57606,11221
Zip Code 11221,All Households,2019,Dollars,56900,11221
Zip Code 11221,Families,2018,Dollars,55880.41915,11221
Zip Code 11221,Families without Children,2017,Dollars,56574.07895,11221
Zip Code 11221,Families without Children,2018,Dollars,59489.64711,11221
Zip Code 11222,All Households,2017,Dollars,81648.35319,11222
Zip Code 11222,Families,2017,Dollars,89785.34211,11222
Zip Code 11222,Families without Children,2018,Dollars,89683.96971,11222
Zip Code 11222,All Households,2018,Dollars,86653.03272,11222
Zip Code 11222,Families without Children,2017,Dollars,87142.54155,11222
Zip Code 11222,Families with Children,2018,Dollars,102236.3453,11222
Zip Code 11222,Families,2019,Dollars,105557,11222
Zip Code 11222,Families,2018,Dollars,94768.45051,11222
Zip Code 11222,All Households,2019,Dollars,93488,11222
Zip Code 11222,Families with Children,2017,Dollars,97775.27701,11222
Zip Code 11222,Families without Children,2019,Dollars,95679,11222
Zip Code 11222,Families with Children,2019,Dollars,125326,11222
Zip Code 11223,Families without Children,2019,Dollars,70825,11223
Zip Code 11223,Families without Children,2018,Dollars,67281.30341,11223
Zip Code 11223,Families,2017,Dollars,58970.74654,11223
Zip Code 11223,Families with Children,2019,Dollars,56319,11223
Zip Code 11223,Families without Children,2017,Dollars,64776.77285,11223
Zip Code 11223,Families,2019,Dollars,65254,11223
Zip Code 11223,Families,2018,Dollars,61657.22012,11223
Zip Code 11223,All Households,2017,Dollars,48298.3795,11223
Zip Code 11223,All Households,2018,Dollars,51015.85181,11223
Zip Code 11223,Families with Children,2018,Dollars,51187.91374,11223
Zip Code 11223,Families with Children,2017,Dollars,52415.89197,11223
Zip Code 11223,All Households,2019,Dollars,54023,11223
Zip Code 11224,Families,2018,Dollars,44202.60681,11224
Zip Code 11224,Families,2019,Dollars,43584,11224
Zip Code 11224,Families without Children,2017,Dollars,47115.68975,11224
Zip Code 11224,Families without Children,2018,Dollars,46946.43456,11224
Zip Code 11224,Families,2017,Dollars,45171.65651,11224
Zip Code 11224,Families without Children,2019,Dollars,45255,11224
Zip Code 11224,All Households,2018,Dollars,33731.2642,11224
Zip Code 11224,All Households,2017,Dollars,32988.07479,11224
Zip Code 11224,All Households,2019,Dollars,32549,11224
Zip Code 11224,Families with Children,2019,Dollars,40706,11224
Zip Code 11224,Families with Children,2017,Dollars,40657.82825,11224
Zip Code 11224,Families with Children,2018,Dollars,40947.68388,11224
Zip Code 11225,Families with Children,2017,Dollars,47153.23546,11225
Zip Code 11225,Families with Children,2018,Dollars,48582.55003,11225
Zip Code 11225,Families with Children,2019,Dollars,49952,11225
Zip Code 11225,All Households,2017,Dollars,54155.5097,11225
Zip Code 11225,Families,2017,Dollars,61487.3518,11225
Zip Code 11225,Families,2018,Dollars,63530.55706,11225
Zip Code 11225,All Households,2018,Dollars,56874.10222,11225
Zip Code 11225,All Households,2019,Dollars,59820,11225
Zip Code 11225,Families without Children,2017,Dollars,66622.77008,11225
Zip Code 11225,Families,2019,Dollars,65968,11225
Zip Code 11225,Families without Children,2018,Dollars,71832.29043,11225
Zip Code 11225,Families without Children,2019,Dollars,75721,11225
Zip Code 11226,Families without Children,2019,Dollars,69486,11226
Zip Code 11226,Families,2018,Dollars,59444.84992,11226
Zip Code 11226,Families,2017,Dollars,56643.95568,11226
Zip Code 11226,Families with Children,2019,Dollars,56446,11226
Zip Code 11226,All Households,2019,Dollars,58257,11226
Zip Code 11226,Families without Children,2018,Dollars,65603.44511,11226
Zip Code 11226,Families,2019,Dollars,65178,11226
Zip Code 11226,Families without Children,2017,Dollars,64080.09141,11226
